id,date,year,semester,era,kind,sentiment,sentiment_label,emoji,tone_intensity,primary_topic_label,topic_tag_labels,entities,target_short,sender_short,snippet,text_full
2524,2000-01-27,2000,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.4,"Transit, buses & mobility","Transit, buses & mobility | Housing, landlords & apartment life",Harrisonburg Transit | Hunter's Ridge,the jerk,a student,"An ""I-hope-you-get-the-@$#%-beaten-out-of-you-next-time"" dart to the jerk who punched me at the Hunter's Ridge bus stop when I was trying to keep the peace. Sent in by a student w…","An ""I-hope-you-get-the-@$#%-beaten-out-of-you-next-time"" dart to the jerk who punched me at the Hunter's Ridge bus stop when I was trying to keep the peace. Sent in by a student who was having a good night until he had to get five stitches and thinks you should pay his medical bills."
2526,2000-01-27,2000,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.38,"Neighbors, parties & student behavior","Neighbors, parties & student behavior",,the guys,the neighbors below you,"A ""do-you-see-a-problem-here?"" dart to the guys in Ashby who keep throwing huge parties even though their floor is cracked and about to cave in. Sent in by the neighbors below you…","A ""do-you-see-a-problem-here?"" dart to the guys in Ashby who keep throwing huge parties even though their floor is cracked and about to cave in. Sent in by the neighbors below you who wish you would move the dance party elsewhere before it lands in their living room."
2531,2000-01-31,2000,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.41,"Transit, buses & mobility","Transit, buses & mobility",Harrisonburg | JMU | Harrisonburg Transit,all the tall men,a shorty,"An ""I-wish-there-were-some-gentlemen-at-JMU"" dart to all the tall men who refuse to give up their seats on the Harrisonburg Transit when they see short women standing who can't re…","An ""I-wish-there-were-some-gentlemen-at-JMU"" dart to all the tall men who refuse to give up their seats on the Harrisonburg Transit when they see short women standing who can't reach the top bars. Sent in by a shorty who is tired of falling into peoples' laps and wishes you would have a little compassion."
2536,2000-01-31,2000,Spring,2000–2009,PAT,1,pat / praise,👏,0.43,"Housing, landlords & apartment life","Streets, traffic & pedestrian safety | Transit, buses & mobility | Housing, landlords & apartment life | Neighbors, parties & student behavior | Campus edge, construction & expansion",Harrisonburg Transit,my neighbor,a very grateful Fox Hill resident,"An ""I-promise-I'll-never-oversleep-again"" pat to my neighbor who woke up at 7:45 a.m. to drive me to campus when I missed the bus. Sent in by a very grateful Fox Hill resident who…","An ""I-promise-I'll-never-oversleep-again"" pat to my neighbor who woke up at 7:45 a.m. to drive me to campus when I missed the bus. Sent in by a very grateful Fox Hill resident who can't believe she turned her alarm off and thanks you for getting her to her test on time."
2583,2000-02-24,2000,Spring,2000–2009,PAT,1,pat / praise,👏,0.44,Community service & mutual aid,Community service & mutual aid,Harrisonburg,all the volunteers,Tim and Brad,"A ""your-help-was-greatly-appreciated"" pat to all the volunteers who came out to help with the ARC/Canteen Valentine's Dance last week. Sent in by Tim and Brad from Harrisonburg Pa…","A ""your-help-was-greatly-appreciated"" pat to all the volunteers who came out to help with the ARC/Canteen Valentine's Dance last week. Sent in by Tim and Brad from Harrisonburg Parks and Recreation."
2594,2000-03-02,2000,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.4,"Housing, landlords & apartment life","Housing, landlords & apartment life | Neighbors, parties & student behavior",,our klepto neighbors,the girls next door,"A ""someday-something-of-yours-will-be-missing"" dart to our klepto neighbors who think it's cool to steal stuff from our apartment. Sent in by the girls next door who plan to seek…","A ""someday-something-of-yours-will-be-missing"" dart to our klepto neighbors who think it's cool to steal stuff from our apartment. Sent in by the girls next door who plan to seek revenge and want you to know you'll never steal the stool again."
2607,2000-03-27,2000,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.37,"Housing, landlords & apartment life","Streets, traffic & pedestrian safety | Housing, landlords & apartment life",,the management,four guys,"A ""we'll-fix-our-own-blinds-next-time"" dart to the management of College Park at Ashby Crossing. Sent in by four guys who think you already charge enough without charging us for f…","A ""we'll-fix-our-own-blinds-next-time"" dart to the management of College Park at Ashby Crossing. Sent in by four guys who think you already charge enough without charging us for fixing something in our apartment that wasn't even our fault."
2608,2000-03-27,2000,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.4,"Housing, landlords & apartment life","Police, public safety & city services | Housing, landlords & apartment life | Neighbors, parties & student behavior",Harrisonburg Police,the security guard,a student,"A ""way-to-make-me-feel-like-a-criminal"" dart to the security guard at Kroger who followed and stared at me Saturday night. Sent in by a student who doesn't appreciate being given…","A ""way-to-make-me-feel-like-a-criminal"" dart to the security guard at Kroger who followed and stared at me Saturday night. Sent in by a student who doesn't appreciate being given the evil eye from a rent-a-cop while purchasing alcoholic beverages."
2617,2000-03-30,2000,Spring,2000–2009,PAT,1,pat / praise,👏,0.42,Local businesses & restaurants,"Local businesses & restaurants | Downtown, arts & events",Downtown Harrisonburg,the student,a grateful student,"A ""thanks-for-your-honesty"" pat to the student who found my check card outside at a bar downtown last Thursday. Sent in by a grateful student who would lose his head if it wasn't…","A ""thanks-for-your-honesty"" pat to the student who found my check card outside at a bar downtown last Thursday. Sent in by a grateful student who would lose his head if it wasn't attached and is pleased to see people still practice the Golden Rule."
2627,2000-04-03,2000,Spring,2000–2009,PAT,1,pat / praise,👏,0.42,Local businesses & restaurants,"Local businesses & restaurants | Downtown, arts & events | Civic identity, media & reputation",Harrisonburg,Mainstreet Bar and Grill,someone,"A ""thanks-for-saving-my-ears"" pat to Mainstreet Bar and Grill for continuing to bring great bands to Harrisonburg. Sent in by someone who is tired of the local scene and is glad t…","A ""thanks-for-saving-my-ears"" pat to Mainstreet Bar and Grill for continuing to bring great bands to Harrisonburg. Sent in by someone who is tired of the local scene and is glad there's a place to see live music."
2632,2000-04-06,2000,Spring,2000–2009,DART,-1,dart / criticism,🎯,0.43,"Neighbors, parties & student behavior","Housing, landlords & apartment life | Neighbors, parties & student behavior",,the three guys,one apartment,"An ""I-know-you-were-drunk-and-thought-it-was-funny-to-steal-our-keg-but-could-we-have-it-back-now"" dart to the three guys who bailed out with our keg late Friday night. Sent in by…","An ""I-know-you-were-drunk-and-thought-it-was-funny-to-steal-our-keg-but-could-we-have-it-back-now"" dart to the three guys who bailed out with our keg late Friday night. Sent in by one apartment who wants you to know that they will find you, and when they do, you'll be sorry."
2674,2000-04-27,2000,Spring,2000–2009,PAT,1,pat / praise,👏,0.37,"Transit, buses & mobility","Transit, buses & mobility | Housing, landlords & apartment life",Harrisonburg Transit | Hunter's Ridge,the carload of girls,two appreciative girls,"A ""we'd-still-be-waiting"" pat to the carload of girls who picked us up at Hunter's Ridge bus stop while we were waiting for a bus that was never going to come. Sent in by two appr…","A ""we'd-still-be-waiting"" pat to the carload of girls who picked us up at Hunter's Ridge bus stop while we were waiting for a bus that was never going to come. Sent in by two appreciative girls who weren't about to walk."
2681,2000-08-28,2000,Fall,2000–2009,PAT,1,pat / praise,👏,0.5,"Police, public safety & city services","Police, public safety & city services | Civic identity, media & reputation",,the HPD officer,a grateful sophomore,"A ""thanks-for-not-giving-me-a-DIP-even-though-I-oinked-at-you-like-a-pig"" pat to the HPD officer who was outside one local night spot a few nights back. Sent in by a grateful soph…","A ""thanks-for-not-giving-me-a-DIP-even-though-I-oinked-at-you-like-a-pig"" pat to the HPD officer who was outside one local night spot a few nights back. Sent in by a grateful sophomore who thanks you for realizing that what she needed more than anything was to go home and sleep it off."
2678,2000-08-28,2000,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.39,"Housing, landlords & apartment life","Housing, landlords & apartment life | Civic identity, media & reputation",Harrisonburg | JMU,the residents,a student,"A ""why-does-Harrisonburg-sound-like-a-big-city"" dart to the residents of JMU and the ’Burg. Sent in by a student who is tired of the now-commonplace sirens screaming throughout to…","A ""why-does-Harrisonburg-sound-like-a-big-city"" dart to the residents of JMU and the ’Burg. Sent in by a student who is tired of the now-commonplace sirens screaming throughout town regularly."
2700,2000-09-07,2000,Fall,2000–2009,DART,-1,dart / criticism,🎯,0.41,Local businesses & restaurants,Local businesses & restaurants,Harrisonburg,the owner,a former employee,"A ""you-are-the-nastiest, meanest, rudest, chauvinistic, most-obnoxious-jerk-in-Harrisonburg"" dart to the owner of one Harrisonburg restaurant. Sent in by a former employee who kic…","A ""you-are-the-nastiest, meanest, rudest, chauvinistic, most-obnoxious-jerk-in-Harrisonburg"" dart to the owner of one Harrisonburg restaurant. Sent in by a former employee who kicks themself for not leaving much sooner and can’t wait to see your business go down the drain for treating people as badly as you do."
